user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.137	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia;s__	N/A	N/A	N/A	N/A	N/A	GCA_000719025.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__Kineosporia;s__Kineosporia aurantiaca	78.45	0.43	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Kineosporiaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	25.71	11	0.9158784237498659	N/A
bin.138	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002346475.1	95.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__UBA2999;s__UBA2999 sp002346475	77.87	0.0	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	35.89	11	0.8437584420210726	N/A
bin.139	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	13.35	11	0.8107343662924215	Genome has more than 79.2% of markers with multiple hits
bin.14	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Palsa-1295;f__Palsa-1295;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003151215.1	95.0	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Palsa-1295;f__Palsa-1295;g__PALSA-1296;s__PALSA-1296 sp003151215	75.7	0.06	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Palsa-1295;f__Palsa-1295;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	95.14	11	0.8332766818300843	N/A
bin.140	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__	N/A	N/A	N/A	N/A	N/A	GCA_005881085.1	95.0	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__3-1-20CM-2-70-9 sp005881085	83.19	0.52	d__Bacteria;p__Chloroflexota;c__Ellin6529;o__P2-11E;f__P2-11E;g__3-1-20CM-2-70-9;s__	taxonomic classification defined by topology and ANI	N/A	GCA_005883775.1, s__3-1-20CM-2-70-9 sp005883775, 95.0, 81.65, 0.5; GCA_005882765.1, s__3-1-20CM-2-70-9 sp005882765, 95.0, 81.17, 0.46; GCA_005889295.1, s__3-1-20CM-2-70-9 sp005889295, 95.0, 81.04, 0.45; GCA_005880575.1, s__3-1-20CM-2-70-9 sp005880575, 95.0, 81.0, 0.45; GCA_005879975.1, s__3-1-20CM-2-70-9 sp005879975, 95.0, 78.89, 0.41; GCA_005889275.1, s__3-1-20CM-2-70-9 sp005889275, 95.0, 78.89, 0.4; GCA_001917735.1, s__3-1-20CM-2-70-9 sp001917735, 95.0, 78.86, 0.41; GCA_005881885.1, s__3-1-20CM-2-70-9 sp005881885, 95.0, 78.86, 0.38; GCA_005889445.1, s__3-1-20CM-2-70-9 sp005889445, 95.0, 78.72, 0.43; GCA_001919195.1, s__3-1-20CM-2-70-9 sp001919195, 95.0, 78.61, 0.4; GCA_005889075.1, s__3-1-20CM-2-70-9 sp005889075, 95.0, 78.37, 0.37; GCA_001920645.1, s__3-1-20CM-2-70-9 sp001920645, 95.0, 78.21, 0.41	45.24	11	0.984889909426894	Genome has more than 30.8% of markers with multiple hits
bin.141	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__F1-60-MAGs149;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_005798855.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__F1-60-MAGs149;g__F1-60-MAGs149;s__F1-60-MAGs149 sp005798855	75.44	0.09	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	10.95	11	0.7010595885393743	Genome domain questionable ( 12.5% Bacterial, 5.7% Archaeal)
bin.142	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900101545.1, s__Variovorax sp900101545, 95.0, 82.93, 0.62; GCF_003984645.1, s__Variovorax sp003984645, 95.0, 82.73, 0.58; GCF_900107745.1, s__Variovorax sp900107745, 95.0, 82.62, 0.7; GCF_003053685.1, s__Variovorax sp003053685, 95.0, 82.57, 0.64; GCF_900090195.1, s__Variovorax sp900090195, 95.0, 82.33, 0.73; GCF_003014875.1, s__Variovorax sp003014875, 95.0, 82.29, 0.68; GCF_001591365.1, s__Variovorax paradoxus, 95.0, 82.04, 0.59; GCF_900115375.1, s__Variovorax sp900115375, 95.0, 81.94, 0.66; GCF_004216615.1, s__Variovorax sp004216615, 95.0, 81.86, 0.58; GCF_001425205.1, s__Variovorax sp001425205, 95.0, 81.8, 0.56; GCF_002157355.1, s__Variovorax sp002157355, 95.0, 81.74, 0.63; GCF_003951285.1, s__Variovorax sp003951285, 95.0, 81.69, 0.59; GCF_003096925.1, s__Variovorax sp003096925, 95.0, 81.62, 0.64; GCF_900112425.1, s__Variovorax sp900112425, 95.0, 81.57, 0.65; GCF_003019815.1, s__Variovorax sp003019815, 95.0, 81.54, 0.62; GCA_001899795.1, s__Variovorax sp001899795, 95.0, 81.53, 0.64; GCF_003952185.1, s__Variovorax sp003952185, 95.0, 81.49, 0.58; GCF_003952165.1, s__Variovorax guangxiensis, 95.0, 81.48, 0.62; GCF_002754375.1, s__Variovorax sp002754375, 95.0, 81.48, 0.56; GCF_001426505.1, s__Variovorax sp001426505, 95.0, 81.48, 0.57; GCF_003852515.1, s__Variovorax sp003852515, 95.0, 81.47, 0.56; GCF_000463015.1, s__Variovorax paradoxus_E, 95.0, 81.45, 0.6; GCF_000382045.1, s__Variovorax paradoxus_A, 95.0, 81.43, 0.63; GCF_001591345.1, s__Variovorax boronicumulans, 95.0, 81.42, 0.62; GCF_001541225.1, s__Variovorax sp001541225, 95.0, 81.38, 0.61; GCF_003984625.1, s__Variovorax sp003984625, 95.0, 81.32, 0.5; GCF_000282635.1, s__Variovorax sp000282635, 95.0, 81.28, 0.59; GCF_001984055.1, s__Variovorax sp001984055, 95.0, 81.23, 0.61; GCF_900100965.1, s__Variovorax sp900100965, 95.0, 81.18, 0.59; GCF_900115685.1, s__Variovorax sp900115685, 95.0, 81.06, 0.59; GCF_001424835.1, s__Variovorax sp001424835, 95.0, 81.06, 0.57; GCF_006438845.1, s__Variovorax ginsengisoli, 95.0, 81.03, 0.46; GCF_003965815.1, s__Variovorax gossypii, 95.0, 81.0, 0.55; GCF_000834655.1, s__Variovorax paradoxus_F, 95.0, 80.98, 0.6; GCF_900106655.1, s__Variovorax sp900106655, 95.0, 80.96, 0.61; GCF_900099805.1, s__Variovorax sp900099805, 95.0, 80.95, 0.57; GCA_004210915.1, s__Variovorax sp004210915, 95.0, 80.94, 0.42; GCF_004217005.1, s__Variovorax sp004217005, 95.0, 80.93, 0.58; GCF_000184745.1, s__Variovorax paradoxus_C, 95.0, 80.84, 0.56; GCF_001577265.1, s__Variovorax sp001577265, 95.0, 80.77, 0.44; GCF_000620225.1, s__Variovorax sp000620225, 95.0, 80.65, 0.62; GCF_001591385.1, s__Variovorax soli, 95.0, 80.62, 0.56; GCF_900114785.1, s__Variovorax sp900114785, 95.0, 80.51, 0.6; GCA_004211245.1, s__Variovorax sp004211245, 95.0, 80.33, 0.41; GCF_004340105.1, s__Variovorax sp004340105, 95.0, 79.71, 0.5	16.47	11	0.9798151787917448	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.144	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-83;s__	N/A	N/A	N/A	N/A	N/A	GCF_000381585.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__KBS-83;s__KBS-83 sp000381585	80.85	0.62	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	60.54	11	0.9681625469658416	Genome has more than 14.2% of markers with multiple hits
bin.145	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	69.88	11	0.8966905780991736	Genome has more than 12.5% of markers with multiple hits
bin.146	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA6156;g__UBA6156;s__	N/A	N/A	N/A	N/A	N/A	GCA_003241595.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA6156;g__UBA6156;s__UBA6156 sp003241595	80.13	0.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__UBA6156;g__UBA6156;s__	taxonomic classification defined by topology and ANI	N/A	GCA_005768725.1, s__UBA6156 sp005768725, 95.0, 78.71, 0.37; GCA_002422365.1, s__UBA6156 sp002422365, 95.0, 78.12, 0.19	23.08	11	0.9472445145904702	N/A
bin.147	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003161835.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__FEN-1088;s__FEN-1088 sp003161835	76.51	0.12	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Fen-1088;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	32.5	11	0.847616048777729	Genome has more than 35.8% of markers with multiple hits
bin.148	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	26.85	11	0.8648431254874646	Genome has more than 40.0% of markers with multiple hits
bin.149	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCF_000518365.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__URHD0088;s__URHD0088 sp000518365	77.12	0.34	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	43.93	11	0.8291613073837419	N/A
bin.15	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__	N/A	N/A	N/A	N/A	N/A	GCF_000024365.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella multipartita	79.07	0.37	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Nakamurellaceae;g__Nakamurella;s__	taxonomic classification defined by topology and ANI	N/A	GCF_005298075.1, s__Nakamurella sp005298075, 95.0, 77.61, 0.32; GCF_900104535.1, s__Nakamurella panacisegetis, 95.0, 77.18, 0.28; GCF_003260015.1, s__Nakamurella sp003260015, 95.0, 76.95, 0.28; GCF_000426645.1, s__Nakamurella lactea, 95.0, 76.94, 0.24; GCF_003576535.1, s__Nakamurella silvestris, 95.0, 76.66, 0.19; GCA_001897425.1, s__Nakamurella sp001897425, 95.0, 76.14, 0.17; GCF_003860405.1, s__Nakamurella sp003860405, 95.0, 75.88, 0.07	19.96	11	0.9442433395619889	Genome has more than 42.5% of markers with multiple hits
bin.150	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	14.54	11	0.6722624036177106	N/A
bin.151	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__VBAT01;s__	N/A	N/A	N/A	N/A	N/A	GCA_005884665.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__VBAT01;s__VBAT01 sp005884665	76.95	0.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	22.56	11	0.9477292160326087	N/A
bin.152	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	11.67	11	0.6212369363548387	Genome domain questionable ( 12.5% Bacterial, 3.3% Archaeal)
bin.154	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_004357415.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__N074bin45;s__N074bin45 sp004357415	76.5	0.13	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	60.12	11	0.8023630110077278	Genome has more than 17.5% of markers with multiple hits
bin.155	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	27.84	11	0.7645814377444511	Genome has more than 10.0% of markers with multiple hits
bin.157	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	26.79	11	0.921643146340826	N/A
bin.158	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__SCRD01;s__	N/A	N/A	N/A	N/A	N/A	GCA_004298155.1	95.0	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__SCRD01;s__SCRD01 sp004298155	80.67	0.61	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__UBA7540;f__UBA7540;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	76.83	11	0.9385127444923502	Genome has more than 15.8% of markers with multiple hits
bin.159	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	29.78	11	0.7825574252914799	Genome has more than 32.5% of markers with multiple hits
bin.16	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11741;s__	N/A	N/A	N/A	N/A	N/A	GCA_002427845.1	95.0	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11741;s__UBA11741 sp002427845	77.15	0.17	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11741;s__	taxonomic classification defined by topology and ANI	N/A	GCA_003488005.1, s__UBA11741 sp003488005, 95.0, 77.34, 0.16	41.29	11	0.9470910300060187	Genome has more than 15.0% of markers with multiple hits
bin.160	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	30.75	11	0.7626372631703353	N/A
bin.161	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__66-474;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	31.03	11	0.91890531035285	Genome has more than 65.8% of markers with multiple hits
bin.162	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	33.15	11	0.7906975608156983	N/A
bin.163	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__	N/A	N/A	N/A	N/A	N/A	GCF_002531725.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium sp002531725	94.56	0.82	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__	taxonomic classification defined by topology and ANI	N/A	GCF_002531935.1, s__Rhizobium sp002531935, 95.0, 91.12, 0.78; GCF_003985145.1, s__Rhizobium anhuiense, 95.0, 90.42, 0.8; GCF_000172795.2, s__Rhizobium sp000172795, 95.0, 90.36, 0.75; GCF_004123835.1, s__Rhizobium leguminosarum_M, 95.0, 90.16, 0.77; GCF_002953715.1, s__Rhizobium leguminosarum_K, 95.0, 90.11, 0.8; GCF_002008365.1, s__Rhizobium leguminosarum, 95.0, 90.01, 0.79; GCF_000419745.1, s__Rhizobium leguminosarum_C, 95.0, 89.97, 0.79; GCF_001657485.1, s__Rhizobium sp001657485, 95.0, 89.9, 0.78; GCF_005860925.1, s__Rhizobium sp005860925, 95.0, 89.9, 0.77; GCF_000769405.1, s__Rhizobium leguminosarum_E, 95.0, 89.88, 0.76; GCF_000009265.1, s__Rhizobium leguminosarum_L, 95.0, 89.8, 0.78; GCF_000023185.1, s__Rhizobium leguminosarum_J, 95.0, 89.71, 0.76; GCF_000271845.1, s__Rhizobium leguminosarum_G, 95.0, 89.66, 0.77; GCF_001187535.1, s__Rhizobium ecuadorense, 95.0, 89.59, 0.74; GCF_002914525.1, s__Rhizobium hidalgonense, 95.0, 89.57, 0.78; GCF_002008165.1, s__Rhizobium laguerreae, 95.0, 89.49, 0.76; GCF_001652265.1, s__Rhizobium leguminosarum_D, 95.0, 89.43, 0.76; GCF_002531755.2, s__Rhizobium acidisoli, 95.0, 89.43, 0.79; GCF_000371905.1, s__Rhizobium leguminosarum_I, 95.0, 89.37, 0.74; GCF_001664485.1, s__Rhizobium sp001664485, 95.0, 89.36, 0.77; GCF_002531905.1, s__Rhizobium sp002531905, 95.0, 89.35, 0.79; GCF_000292525.1, s__Rhizobium sp000292525, 95.0, 89.17, 0.76; GCF_003938655.1, s__Rhizobium pisi, 95.0, 88.46, 0.74; GCF_003985155.1, s__Rhizobium vallis, 95.0, 88.3, 0.74; GCF_002211285.1, s__Rhizobium sp002211285, 95.0, 88.29, 0.71; GCF_002531955.1, s__Rhizobium sp002531955, 95.0, 88.14, 0.73; GCA_002008155.1, s__Rhizobium sophorae, 95.0, 87.82, 0.74; GCF_002531825.1, s__Rhizobium sp002531825, 95.0, 87.79, 0.72; GCF_003985125.1, s__Rhizobium phaseoli, 95.0, 87.75, 0.74; GCF_001662075.1, s__Rhizobium bangladeshense_B, 95.0, 87.66, 0.73; GCF_002211305.1, s__Rhizobium sp002211305, 95.0, 87.6, 0.73; GCF_900094625.1, s__Rhizobium aethiopicum, 95.0, 87.47, 0.72; GCF_002204185.1, s__Rhizobium esperanzae, 95.0, 87.36, 0.71; GCF_000092045.1, s__Rhizobium etli, 95.0, 87.16, 0.73; GCF_002117485.1, s__Rhizobium sp002117485, 95.0, 86.89, 0.74; GCF_001662055.1, s__Rhizobium bangladeshense, 95.0, 86.71, 0.7; GCF_900471515.1, s__Rhizobium sp900471515, 95.0, 83.27, 0.55; GCF_900468805.1, s__Rhizobium sp900468805, 95.0, 82.7, 0.57; GCF_000744505.1, s__Rhizobium alamii, 95.0, 82.59, 0.59; GCF_900470965.1, s__Rhizobium sp900470965, 95.0, 82.46, 0.57; GCF_900466475.1, s__Rhizobium sp900466475, 95.0, 82.39, 0.57; GCF_900471925.1, s__Rhizobium sp900471925, 95.0, 82.39, 0.55; GCA_900468685.1, s__Rhizobium sp900468685, 95.0, 82.26, 0.5; GCF_004341105.1, s__Rhizobium sp004341105, 95.0, 81.99, 0.54; GCA_900465675.1, s__Rhizobium sp900465675, 95.0, 81.89, 0.49; GCF_900465665.1, s__Rhizobium sp900465665, 95.0, 81.5, 0.44; GCF_000799775.1, s__Rhizobium sp000799775, 95.0, 81.49, 0.47; GCF_000377565.1, s__Rhizobium sp000377565, 95.0, 81.43, 0.46; GCF_000746385.1, s__Rhizobium sp000746385, 95.0, 81.43, 0.47; GCF_900467745.1, s__Rhizobium sp900467745, 95.0, 81.41, 0.46; GCF_900472605.1, s__Rhizobium sp900472605, 95.0, 81.37, 0.44; GCA_900470805.1, s__Rhizobium sp900470805, 95.0, 81.29, 0.43; GCA_900472625.1, s__Rhizobium sp900472625, 95.0, 81.24, 0.43; GCF_900169785.1, s__Rhizobium sullae, 95.0, 81.07, 0.5; GCF_000419765.1, s__Rhizobium mongolense, 96.05, 81.06, 0.51; GCA_002200935.1, s__Rhizobium yanglingense, 95.29, 81.0, 0.51; GCF_900099775.1, s__Rhizobium loessense, 96.05, 80.95, 0.5; GCF_001908375.1, s__Rhizobium etli_B, 95.0, 80.89, 0.5; GCF_004365425.1, s__Rhizobium azibense, 95.29, 80.76, 0.52; GCF_000282035.1, s__Rhizobium sp000282035, 95.0, 80.67, 0.44; GCF_000745655.1, s__Rhizobium leguminosarum_A, 95.0, 80.64, 0.45; GCF_000696095.1, s__Rhizobium rhizogenes, 95.0, 80.6, 0.45; GCF_000799715.1, s__Rhizobium rhizogenes_C, 95.0, 80.6, 0.46; GCF_900489925.1, s__Rhizobium sp900489925, 95.0, 80.55, 0.44; GCF_000799845.1, s__Rhizobium sp000799845, 95.27, 80.52, 0.46; GCF_001424945.1, s__Rhizobium sp001424945, 95.0, 80.47, 0.42; GCF_900468535.1, s__Rhizobium sp900468535, 95.0, 80.43, 0.41; GCF_001429725.1, s__Rhizobium sp001429725, 95.0, 80.36, 0.42; GCF_003025035.1, s__Rhizobium sp003025035, 95.0, 80.35, 0.49; GCF_002944315.1, s__Rhizobium sp002944315, 95.0, 80.33, 0.46; GCF_900110205.1, s__Rhizobium tibeticum, 95.66, 80.28, 0.46; GCF_002211365.1, s__Rhizobium sp002211365, 95.0, 80.24, 0.41; GCF_000426285.1, s__Rhizobium leucaenae, 95.0, 80.22, 0.42; GCF_003627795.1, s__Rhizobium sp003627795, 95.0, 80.2, 0.45; GCF_000745725.1, s__Rhizobium rhizogenes_B, 95.0, 80.19, 0.45; GCF_004345245.1, s__Rhizobium sp004345245, 95.0, 80.19, 0.41; GCF_000359745.1, s__Rhizobium freirei, 95.0, 80.18, 0.44; GCF_900469615.1, s__Rhizobium sp900469615, 95.0, 80.17, 0.42; GCF_003122325.1, s__Rhizobium album, 95.0, 80.15, 0.36; GCF_000577275.1, s__Rhizobium favelukesii, 95.66, 80.14, 0.47; GCF_001426265.1, s__Rhizobium sp001426265, 95.0, 80.14, 0.4; GCF_000799755.1, s__Rhizobium tropici_A, 95.0, 80.13, 0.44; GCF_004341625.1, s__Rhizobium sp004341625, 95.0, 80.12, 0.42; GCF_900094555.1, s__Rhizobium hainanense, 95.0, 80.11, 0.44; GCF_001542405.1, s__Rhizobium altiplani, 95.0, 80.09, 0.44; GCF_900094565.1, s__Rhizobium lusitanum, 95.0, 80.08, 0.46; GCF_000745735.1, s__Rhizobium rhizogenes_A, 95.0, 80.07, 0.45; GCF_000298315.2, s__Rhizobium grahamii, 95.0, 80.04, 0.42; GCF_001692325.1, s__Rhizobium sp001692325, 95.0, 80.02, 0.43; GCF_003627755.1, s__Rhizobium jaguaris, 95.0, 80.02, 0.43; GCF_900094585.1, s__Rhizobium multihospitium, 95.0, 80.0, 0.45; GCF_900468625.1, s__Rhizobium sp900468625, 95.0, 80.0, 0.42; GCF_900472485.1, s__Rhizobium sp900472485, 95.0, 79.99, 0.42; GCF_000746265.1, s__Rhizobium sp000746265, 95.0, 79.99, 0.4; GCF_004362445.1, s__Rhizobium sp004362445, 95.0, 79.95, 0.44; GCF_900466605.1, s__Rhizobium sp900466605, 95.0, 79.89, 0.39; GCF_002277895.1, s__Rhizobium sp002277895, 95.0, 79.86, 0.43; GCF_000312665.1, s__Rhizobium mesoamericanum, 95.0, 79.69, 0.4; GCF_003240585.1, s__Rhizobium tubonense, 95.0, 79.41, 0.38	59.07	11	0.9973930598303797	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
